years_of_experience,functional_competency_score,top1_skills_score,top2_skills_score,top3_skills_score,behavior_competency_score,top1_behavior_skill_score,top2_behavior_skill_score,top3_behavior_skill_score,call_for_interview
0.0,0.49781555555555557,0.5555555555555556,0.3,0.4,0.3076923076923077,0.30267065895482,0.2983357070062963,0.2331623965801192,0
0.0,0.5752466666666668,0.3333333333333333,0.5,0.2,0.28205128205128205,0.388840194951614,0.3061407060157629,0.354760053443063,0
0.0,0.48924000000000006,0.6666666666666666,0.5,0.4,0.20512820512820507,0.2786062177421023,0.34377297682340596,0.29524681021052956,1
0.06666666666666667,0.38900444444444443,0.5555555555555556,0.5,0.3,0.20512820512820507,0.11161479455748277,0.12204210442196298,0.12530231878697548,1
0.06666666666666667,0.3333333333333333,0.5555555555555556,0.3,0.5,0.17948717948717952,0.2883440085104765,0.18031582219483885,0.19336834239618753,0
0.0,0.5114955555555556,0.3333333333333333,0.1,0.1,0.07692307692307693,0.051052174503989724,0.28194403025532255,0.2813087479525643,0
0.06666666666666667,0.47169999999999995,0.6666666666666666,0.4,0.3,0.41025641025641024,0.25649088926576774,0.3742759585155958,0.33686834413036415,0
0.4,0.5761644444444445,0.6666666666666666,0.6,0.5,0.5384615384615384,0.5749688136725979,0.4225235606037648,0.5041659375066113,1
0.0,0.46432444444444443,0.6666666666666666,0.3,0.4,0.3589743589743589,0.3850909089746678,0.17290266847316604,0.3308042782436441,0
0.4666666666666667,0.7353955555555554,1.0,0.7,0.8,0.9230769230769229,0.978377472477066,0.7680864140288084,0.7643414822483537,1
0.2,0.5977377777777778,0.6666666666666666,0.5,0.4,0.15384615384615385,0.24901674310678842,0.36103432667885327,0.1102501005431693,0
0.0,0.5826577777777778,0.6666666666666666,0.4,0.5,0.28205128205128205,0.4969784056185238,0.24694989499947206,0.2440552704702108,0
0.4666666666666667,0.6666666666666666,1.0,0.7,0.7,0.9230769230769229,0.7296164383203271,0.6518042176813101,0.8842307877662172,1
0.2,0.53354,0.3333333333333333,0.4,0.2,0.3076923076923077,0.45819247701715593,0.18830552588257635,0.3185489445552109,1
0.8666666666666667,0.7168599999999999,1.0,0.8,0.8,0.7179487179487178,0.8493956514126811,0.6781446210844447,0.7052483595049558,1
0.4,0.6977466666666667,0.8888888888888888,0.6,0.7,0.5384615384615384,0.666693907981416,0.550798153739986,0.5809285034929305,1
0.3333333333333333,0.6803666666666666,0.8888888888888888,0.7,0.7,0.6666666666666665,0.5860522255030098,0.5210782883142794,0.667956757154583,1
0.2,0.5627155555555556,0.4444444444444444,0.3,0.3,0.3846153846153846,0.4492872950172042,0.4325747080616383,0.3990509225888985,1
0.13333333333333333,0.4796377777777777,0.6666666666666666,0.3,0.6,0.15384615384615385,0.06844787459960454,0.27271542556005984,0.222222224152302,0
0.4666666666666667,0.7777777777777778,1.0,0.7,1.0,0.9230769230769229,0.9807089033250125,0.8562212631733893,0.954147931694836,1
0.4666666666666667,0.6401266666666667,1.0,0.7,0.7,0.8717948717948718,0.8956320632552118,0.6409186572315618,0.8366414236729387,1
0.0,0.4392288888888889,0.3333333333333333,0.2,0.3,0.28205128205128205,0.4080495264987587,0.13858881996731415,0.11484139002045134,0
0.06666666666666667,0.5370244444444444,0.5555555555555556,0.3,0.0,0.1282051282051282,0.18388781237691676,0.1286527677533288,0.07083013347801369,0
0.3333333333333333,0.7343288888888889,0.8888888888888888,0.5,0.6,0.4358974358974359,0.5537569121003816,0.4140654479448143,0.6343703967172478,1
0.06666666666666667,0.5501666666666666,0.4444444444444444,0.3,0.3,0.23076923076923073,0.43363390226752496,0.1666162598854961,0.24601959480022495,0
0.8666666666666667,0.6059666666666668,1.0,0.7,1.0,0.9487179487179487,0.7908743659346537,0.8093911035182592,0.7661120941104488,1
0.0,0.5024777777777777,0.6666666666666666,0.4,0.2,0.2564102564102564,0.3766871470665072,0.22366182380632563,0.21854114394433685,0
0.4666666666666667,0.6824844444444444,1.0,0.7,0.7,0.8717948717948718,0.9305549430585109,0.6450613073470609,0.7030574409010171,1
0.0,0.39306444444444444,0.6666666666666666,0.3,0.2,0.3589743589743589,0.22893469487113624,0.16976789912407889,0.16058128787278778,0
0.2,0.5307,0.6666666666666666,0.3,0.3,0.17948717948717952,0.3650398376674417,0.16993442762389593,0.12409221659984176,0
0.3333333333333333,0.6263466666666667,0.8888888888888888,0.6,0.7,0.5641025641025641,0.4946006530302461,0.549102162583303,0.6007837950199265,1
0.26666666666666666,0.7000044444444444,0.6666666666666666,0.6,0.5,0.5384615384615384,0.618060144080969,0.6178761745284003,0.5803515485722874,1
0.13333333333333333,0.5631177777777778,0.4444444444444444,0.5,0.3,0.5128205128205128,0.5517611569799517,0.4464311457213111,0.5655253832149978,1
0.2,0.5053088888888888,0.5555555555555556,0.1,0.3,0.051282051282051266,0.23805013580026166,0.05541781248893412,0.048571466908329586,0
0.4666666666666667,0.8331,1.0,0.8,0.7,0.9487179487179487,0.8418946104041292,0.8544515895680689,0.8533856261843782,1
0.2,0.47780666666666666,0.4444444444444444,0.2,0.4,0.28205128205128205,0.3589589149245682,0.14607471011312023,0.41124033632885043,1
0.13333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.3,0.17948717948717952,0.02149391507362338,0.07917752270158021,0.04215140840177933,0
0.8666666666666667,0.7833888888888888,1.0,1.0,1.0,0.7948717948717947,0.7750928117941002,0.657857717502225,0.7821906969921674,1
0.0,0.4645044444444444,0.4444444444444444,0.5,0.3,0.33333333333333326,0.4148331669081323,0.4229848647019275,0.14342655254405415,0
0.0,0.6821088888888889,0.5555555555555556,0.4,0.1,0.2564102564102564,0.26048223084999406,0.3415522530037789,0.2501473398860204,1
0.13333333333333333,0.4747266666666666,0.3333333333333333,0.6,0.3,0.20512820512820507,0.10572475582280032,0.14244893819081633,0.288099575770564,0
0.6666666666666666,0.8664,1.0,0.8,1.0,0.8974358974358974,0.992930547392733,0.8885604326258504,0.8600217185327487,1
0.2,0.4573777777777777,0.7777777777777778,0.3,0.2,0.23076923076923073,0.3445496943111276,0.31668770332138807,0.2486843161702542,1
0.0,0.4637155555555555,0.6666666666666666,0.3,0.4,0.28205128205128205,0.19387561601173264,0.3340880077929448,0.1440634017037692,0
0.4,0.6666666666666666,0.8888888888888888,0.8,0.6,0.6923076923076923,0.7357743665439744,0.5311640722484872,0.7483145620808261,1
0.2,0.5702244444444444,0.6666666666666666,0.2,0.2,0.33333333333333326,0.4351297336335,0.3077518544533444,0.4591842850486812,1
0.0,0.61768,0.7777777777777778,0.5,0.6,0.15384615384615385,0.1277779676690217,0.3363060177378045,0.08094213082197675,0
0.06666666666666667,0.5477599999999999,0.3333333333333333,0.5,0.4,0.3846153846153846,0.2770024696645701,0.32408492789301685,0.245175191604676,0
0.7333333333333333,0.6411577777777776,1.0,1.0,1.0,0.8974358974358974,0.9128273678929902,0.7798282993005835,0.6644603257593855,1
0.3333333333333333,0.6871866666666667,0.2222222222222222,0.7,0.6,0.5897435897435896,0.473932261185341,0.6436223882199068,0.6606709429786872,1
0.06666666666666667,0.5342666666666668,0.7777777777777778,0.6,0.5,0.20512820512820507,0.21395888308572591,0.2382446726360863,0.3881098131072959,1
0.4666666666666667,0.2222222222222222,1.0,1.0,0.9,0.8717948717948718,0.6284224585941446,0.5179602479199383,0.4963957099504433,1
0.0,0.5028644444444444,0.5555555555555556,0.1,0.2,0.1282051282051282,0.3586912058589779,0.14358129869373784,0.13080589815969373,0
0.7333333333333333,0.8888888888888888,1.0,0.7,1.0,0.8974358974358974,0.8572463646881555,0.9264155767652528,0.8494555733912312,1
0.13333333333333333,0.57558,0.7777777777777778,0.3,0.5,0.23076923076923073,0.4274744286784509,0.2114345363559359,0.30351652893105147,1
0.3333333333333333,0.6280866666666668,0.7777777777777778,0.6,0.5,0.5897435897435896,0.7215784063594364,0.6309305710272797,0.6518324026941686,1
0.3333333333333333,0.584,1.0,0.7,0.7,0.6666666666666665,0.6451265252940617,0.4574805665999023,0.6069894805184002,1
0.06666666666666667,0.4754355555555555,0.5555555555555556,0.4,0.2,0.28205128205128205,0.21822797076632217,0.1430949689883038,0.3746074412929192,0
0.4666666666666667,0.7098777777777777,1.0,0.7,0.7,0.6923076923076923,0.6904730282577108,0.6294842713234712,0.5600166196477012,1
0.0,0.48766888888888893,0.4444444444444444,0.5,0.3,0.15384615384615385,0.30255963876510517,0.31618346873689296,0.22617722419303646,0
0.26666666666666666,0.7030377777777778,0.7777777777777778,0.6,0.8,0.7435897435897436,0.683403447196845,0.623613660765087,0.6793915810714359,1
0.7333333333333333,0.6224377777777778,1.0,0.7,0.8,0.846153846153846,0.7931274253792111,0.7504761572994795,0.6899758274671791,1
0.4,0.5854177777777777,0.7777777777777778,0.8,0.8,0.6666666666666665,0.7365379221879758,0.5752226461185187,0.547327787121391,1
0.7333333333333333,0.7323955555555555,1.0,0.7,1.0,0.8205128205128205,0.9238867696867008,0.8419528987858266,0.8492494910413116,1
0.0,0.5137866666666668,0.6666666666666666,0.2,0.8,0.2564102564102564,0.27733020088022786,0.2291081899397278,0.4108548935850552,0
0.26666666666666666,0.7086155555555556,0.8888888888888888,0.7,0.7,0.7435897435897436,0.6863938175483173,0.8017292986183302,0.7545164086504028,1
0.06666666666666667,0.5993955555555556,0.5555555555555556,0.3,0.5,0.3076923076923077,0.2872649198398459,0.22213599638515077,0.45713455757875987,0
0.26666666666666666,0.7821444444444443,0.8888888888888888,0.7,0.7,0.6666666666666665,0.6703635144855074,0.6135514217424402,0.6475088780248935,1
0.06666666666666667,0.650468888888889,0.5555555555555556,0.3,0.6,0.23076923076923073,0.25862656859665245,0.4620569592616464,0.2290202530983627,0
0.13333333333333333,0.5775888888888889,0.5555555555555556,0.2,0.4,0.41025641025641024,0.3966977809848774,0.3941258252018052,0.30388456235426037,0
0.0,0.49942666666666674,0.5555555555555556,0.3,0.2,0.33333333333333326,0.4406423482406583,0.2072833623306289,0.4226303997630295,0
0.06666666666666667,0.4670177777777778,0.5555555555555556,0.5,0.5,0.33333333333333326,0.3058685799237221,0.4534025949642436,0.1856450987747237,0
0.0,0.4726955555555556,0.3333333333333333,0.2,0.5,0.41025641025641024,0.3459777992528227,0.3901381927404712,0.47222294744974014,0
0.13333333333333333,0.5039755555555554,0.4444444444444444,0.4,0.4,0.28205128205128205,0.4610393068461841,0.4107606320122297,0.3162842505776474,0
0.0,0.62966,0.3333333333333333,0.3,0.2,0.3076923076923077,0.4173030844629064,0.3005037476549363,0.4720385823587158,0
0.0,0.48578444444444435,0.4444444444444444,0.4,0.6,0.15384615384615385,0.32588560416346674,0.09802709443426082,0.2858054673755132,0
0.13333333333333333,0.4267044444444444,0.5555555555555556,0.8,0.3,0.20512820512820507,0.19306345882117018,0.1336347380325051,0.18338720253852436,0
0.06666666666666667,0.4789755555555555,0.5555555555555556,0.2,0.3,0.23076923076923073,0.12721666270581802,0.37109851060104065,0.08038971107686498,0
0.8,0.7852688888888889,1.0,1.0,1.0,0.8205128205128205,0.982947245517228,0.8086846011431996,0.907375064737051,1
0.2,0.7777777777777778,0.6666666666666666,0.2,0.5,0.2564102564102564,0.5659214482477601,0.5034351603163516,0.46148538998332445,1
0.06666666666666667,0.48097555555555555,0.5555555555555556,0.5,0.4,0.2564102564102564,0.18272273725981206,0.3070441955324979,0.3240075617519073,0
0.3333333333333333,0.8888888888888888,0.7777777777777778,0.6,0.7,0.641025641025641,0.7244292662975411,0.6984536197119925,0.8282970726233229,1
0.4,0.7777777777777778,0.8888888888888888,0.5,0.7,0.5641025641025641,0.5799925103511586,0.5488866169776664,0.5748534573817294,1
0.0,0.38047777777777775,0.5555555555555556,0.3,0.2,0.3846153846153846,0.3598150120708042,0.19804245403174905,0.2258238178802558,0
0.4,0.5228066666666666,0.7777777777777778,0.5,0.2,0.5384615384615384,0.478744153569301,0.44141906561378114,0.30895199481949615,1
0.5333333333333333,0.7237088888888888,1.0,0.8,1.0,0.8974358974358974,0.9541343503479957,0.762920552088697,0.6672965868395856,1
0.2,0.5246977777777776,0.6666666666666666,0.4,0.3,0.28205128205128205,0.18952665960985085,0.23720370215221434,0.1803149650660655,1
0.0,0.46940444444444435,0.7777777777777778,0.4,0.6,0.15384615384615385,0.1471204359777096,0.3048907671748377,0.22224917771793237,0
0.0,0.5730177777777778,0.6666666666666666,0.3,0.2,0.28205128205128205,0.2524593368024658,0.21084049903000562,0.26068226212519574,0
0.0,0.5579866666666666,0.7777777777777778,0.5,0.5,0.23076923076923073,0.29786448912963565,0.3081793985131452,0.12485805685860568,0
0.4666666666666667,0.6855888888888889,1.0,0.7,1.0,0.8974358974358974,0.8632336849609065,0.6972516577022685,0.8199552769994783,1
0.3333333333333333,0.7542288888888888,0.6666666666666666,0.7,0.6,0.5384615384615384,0.5506308496432649,0.6437911981009791,0.54664982243487,1
0.0,0.5093044444444444,0.6666666666666666,0.4,0.6,0.20512820512820507,0.32124975890681406,0.2130102220872156,0.1543973321787287,0
0.6,0.7197244444444446,1.0,0.7,0.7,0.6923076923076923,0.7998299439092948,0.5995432695867907,0.6851771943327706,1
0.06666666666666667,0.5386955555555555,0.5555555555555556,0.5,0.5,0.20512820512820507,0.3923388081440139,0.3367149381513226,0.1106810642211135,0
0.2,0.3333333333333333,0.6666666666666666,0.5,0.4,0.23076923076923073,0.0910108452353258,0.26731660464518886,0.21630734186041478,0
0.13333333333333333,0.49084888888888906,0.6666666666666666,0.6,0.4,0.20512820512820507,0.1522058178391836,0.11549735186865151,0.16275402319410592,0
0.0,0.4687066666666667,0.0,0.2,0.3,0.33333333333333326,0.40320801232280656,0.24082944060251543,0.2896748606529124,0
0.06666666666666667,0.4870466666666667,0.0,0.4,0.3,0.17948717948717952,0.3189276473183968,0.11227571034007253,0.26086315307242225,0
0.26666666666666666,0.7491555555555556,0.3333333333333333,0.5,0.0,0.5897435897435896,0.6156122028776834,0.5362912784293817,0.6846741151499053,1
0.3333333333333333,0.7019,1.0,0.3,0.8,0.6666666666666665,0.7006894430167062,0.5515186438889174,0.648162301745644,1
0.3333333333333333,0.6599755555555556,0.6666666666666666,0.6,0.6,0.4871794871794871,0.6210540522994843,0.408355067864636,0.5832980645010272,1
0.0,0.3454777777777778,0.5555555555555556,0.3,0.4,0.17948717948717952,0.3150126522774019,0.2795843667939036,0.0005462589301105521,0
0.6,0.72898,1.0,1.0,0.7,0.8717948717948718,0.7643882743421428,0.8549691407246914,0.8249083290704144,1
0.0,0.5852044444444444,0.3333333333333333,0.1,0.2,0.07692307692307693,0.24494417374259506,0.26288581695803803,0.2114530249562087,0
0.4666666666666667,0.7428266666666666,1.0,0.0,0.8,0.8974358974358974,0.9139370049865311,0.7055149016449944,0.7822786102009676,1
0.6666666666666666,0.7146066666666665,1.0,0.7,1.0,0.8717948717948718,0.8138919956301387,0.6932730415415234,0.6993856935943484,1
0.0,0.2222222222222222,0.4444444444444444,0.4,0.6,0.23076923076923073,0.0,0.12950884505870247,0.0042253386102718985,0
0.06666666666666667,0.436748888888889,0.6666666666666666,0.7,0.5,0.17948717948717952,0.14748380767380512,0.24067373412976314,0.30847151108187515,0
0.0,0.1111111111111111,0.4444444444444444,0.2,0.3,0.2564102564102564,0.03938426546222957,0.05334682567458283,0.0945772033489456,0
0.3333333333333333,0.740868888888889,0.8888888888888888,0.6,0.5,0.5128205128205128,0.5759428537749918,0.43180043721236033,0.5519727405398686,1
0.06666666666666667,0.4503155555555555,0.7777777777777778,0.6,0.3,0.20512820512820507,0.3669909772251046,0.16808535490416737,0.31299086069150656,0
0.26666666666666666,0.7490155555555555,0.7777777777777778,0.6,0.7,0.5384615384615384,0.5816342208795158,0.6537796278337134,0.5115380281835633,1
0.5333333333333333,0.7423955555555555,1.0,0.8,0.8,0.8974358974358974,0.8727828293631597,0.7735716385151294,0.7511566896388444,1
0.06666666666666667,0.5931977777777777,0.7777777777777778,0.3,0.6,0.20512820512820507,0.4129918757688106,0.3413943981569412,0.21856638938926698,1
0.13333333333333333,0.49686444444444444,0.6666666666666666,0.3,0.5,0.20512820512820507,0.15172364813702485,0.30403885008709625,0.2483369461823222,0
0.3333333333333333,0.7234466666666667,0.8888888888888888,0.7,0.5,0.5384615384615384,0.5311551043526929,0.6006667785066115,0.4759166899468078,1
0.6,0.7627444444444444,1.0,1.0,0.7,0.8717948717948718,0.7621245728601628,0.7375899003607709,0.726478178654792,1
0.0,0.6097755555555556,0.6666666666666666,0.2,0.3,0.3076923076923077,0.4946232942026482,0.2760631781448724,0.28169951385668934,0
0.8666666666666667,0.8036177777777779,1.0,1.0,1.0,1.0,0.9004203917580984,0.9803901962807596,0.8432840348661298,1
0.0,0.5730488888888889,0.4444444444444444,0.3,0.5,0.33333333333333326,0.4863065434280623,0.3537047437401687,0.36962019592669426,0
0.2,1.0,0.6666666666666666,0.2,0.2,0.5384615384615384,0.7068674041183169,0.6249913816198674,0.7666889226108587,1
0.0,0.6240488888888889,0.4444444444444444,0.1,0.2,0.07692307692307693,0.3107127298498431,0.15332129481623533,0.0649170017685843,0
0.0,0.41112444444444435,0.4444444444444444,0.2,0.3,0.3589743589743589,0.16215332724716927,0.31708137283334353,0.19183613882700992,0
0.06666666666666667,0.5208977777777778,0.5555555555555556,0.6,0.4,0.2564102564102564,0.385904159491659,0.15108735043627886,0.08414279001991772,0
0.4,0.6248688888888888,0.6666666666666666,0.5,0.6,0.6153846153846153,0.5503031233304158,0.5255196927922656,0.6061068491955569,1
0.2,0.4657066666666666,0.5555555555555556,0.4,0.9,0.15384615384615385,0.10836690709996698,0.05424099323849181,0.23562754961984939,1
0.0,0.4103355555555556,0.4444444444444444,0.8,0.2,0.46153846153846145,0.527507187876039,0.4750933883416695,0.2798658038229091,0
0.06666666666666667,0.5410488888888889,0.6666666666666666,0.4,0.6,0.20512820512820507,0.3714537297872109,0.2117825703152136,0.18743187988107657,0
0.4666666666666667,0.7862999999999999,1.0,0.7,0.7,0.8717948717948718,0.9089601066013466,0.8545290684465163,0.7185046326231028,1
0.13333333333333333,0.5751488888888888,0.5555555555555556,0.3,0.3,0.3076923076923077,0.5099004591102222,0.44540393663487027,0.32215145410607127,0
0.0,0.62776,0.6666666666666666,0.5,0.6,0.20512820512820507,0.26775983908133355,0.3430566372028422,0.29928719698549167,0
